timestamps,TP9,AF7,AF8,TP10,RIGHTAUX
1533222972.289,42.96451350985558,39.34701913527761,144.2522352066192,34.9147283057629,6.348
1533222972.292,39.27727391319216,40.29168446086258,-190.92340477178533,30.23867864399458,-27.832
1533222972.296,28.78778527196565,39.13431980987559,-350.301225041441,24.32033031149153,-33.203
1533222972.3,35.72423549780817,36.25049009573631,-122.10306382570856,26.353858330114896,21.973
1533222972.304,42.97629288376109,37.457069672284575,22.33334192104869,29.71919826916878,62.988
1533222972.308,42.07184241008957,35.891551611532975,97.53691084592468,26.404151516828943,67.871
1533222972.312,37.812177558571314,34.57917009070007,-65.25773568441214,24.88294142569437,-31.738
1533222972.316,28.51308926067067,34.72284385429163,-188.68956205124755,27.57999251228791,-9.277
1533222972.32,24.08722973742778,32.396435297782645,-191.83096610600256,20.78716215353241,50.781
1533222972.324,29.51706650610384,37.57963838681599,-40.07532751592805,16.62193142196799,50.781
1533222972.328,35.3748999169512,37.757908376383945,167.5979867954983,21.252934237066555,46.387
1533222972.332,30.522597851114607,38.19342851707184,-120.83464725546342,24.45233021590348,9.277
1533222972.335,26.5464940512395,39.22443167158917,-390.9263881490297,17.314072022345442,35.156
1533222972.339,21.453361350747517,40.36213042199911,-247.37522772316532,18.290650094577103,15.625
1533222972.343,22.94705907670044,37.31769392264142,-74.09112308841003,18.9393367010274,19.531
1533222972.347,34.07108098978122,36.164802383235184,153.15567310658486,25.17852583792528,72.754
1533222972.351,39.11267192465811,39.6483799967173,-51.3058207476378,29.629073904644027,20.996
1533222972.355,29.867861526676343,36.79803259400232,-354.70798505010214,27.90544409881555,6.836
1533222972.359,21.817730612589862,35.16756994287992,-419.78520421416965,23.40073371414027,45.41
1533222972.363,26.4842882691579,36.28157594849812,-238.04562127249588,22.736976222626165,21.484
1533222972.367,34.66410193578574,33.22402002958728,94.29631623799148,26.386423576567022,-0.977
1533222972.371,34.44755039369058,29.21897918181236,-31.03544727283862,31.78749618095253,34.668
1533222972.375,25.062172702822156,36.32448805050215,-441.9196055593976,32.79815123708678,91.797
1533222972.378,23.270960868555704,38.23202886253452,-418.2746889141333,25.687658302770338,8.789
1533222972.382,30.598467486681525,38.8740522931851,-194.0874840358713,27.158777825303304,-4.883
1533222972.386,38.75567266726674,36.25023131044452,4.43275049748933,31.832282841896365,22.949
1533222972.39,41.47990235608994,38.18278946687403,-92.82210791438553,35.2059947036919,12.695
1533222972.394,23.423269168803973,38.7199083682797,-366.6475935144009,28.66885338338532,41.016
1533222972.398,16.405830835584467,40.74475686573921,-452.50722498067137,15.857482185603924,45.41
1533222972.402,25.594775176317157,37.815712088755774,-452.6628368107948,18.444648975105636,44.434
1533222972.406,33.06598459554075,35.135770889635126,-147.61802762607195,18.402849275351592,21.973
1533222972.41,33.69455181014276,35.020275130437135,-41.55496819266087,14.848607161001222,15.137
1533222972.414,15.127828036576949,34.08534946033369,-446.856781755254,7.492622861886292,19.531
1533222972.417,8.666049243974484,38.04265290503462,-583.5692505259606,2.538975241479956,23.438
1533222972.421,19.225196994252745,40.35007008449777,-352.25122320615515,9.430502577859986,-22.461
1533222972.425,26.61760370556648,39.05278402217531,-35.1159173732349,14.63128378973014,12.695
1533222972.429,30.9569706844255,39.30466269414725,-22.929236105418155,15.31691114103272,70.312
1533222972.433,34.105752210906815,42.62283345393581,-351.79595867254704,20.30188563254831,64.453
1533222972.437,14.157031181614132,35.515216397773685,-513.9685740669381,20.06610748700243,67.871
1533222972.441,7.294837809379175,29.19594042867371,-477.6697852056657,22.665447947177206,39.062
1533222972.445,31.57522046626991,28.470624555967387,-157.38756662936268,32.602695666047225,107.91
1533222972.449,35.4597883725944,29.32258797135684,-143.77069386590355,28.46493047921524,85.449
1533222972.453,17.888382707359828,31.778015715154705,-566.6352928764564,13.560099760975728,-16.113
1533222972.457,4.949821741850888,30.694065395431203,-620.9869352422132,7.065828210244215,-4.883
1533222972.46,14.628700734531868,35.20397475057608,-364.2819489105288,13.197554448502924,19.531
1533222972.464,35.141328331216855,36.953572055306296,-168.0055341891977,25.581878267010364,44.434
1533222972.468,37.6333465223177,37.9028754808604,-76.8118683675804,30.67255706831865,65.43
1533222972.472,34.2447214285788,31.589949774331647,-350.1925462830714,31.23669012563357,29.297
1533222972.476,23.364705462867327,31.88534374397567,-682.7507068001919,30.18331256627896,-15.137
1533222972.48,18.797021387932528,33.08338917881058,-555.5020339478596,27.08768969047082,15.137
1533222972.484,19.91586908373489,33.20888010312229,-313.9968315126718,25.693249345242528,20.02
1533222972.488,24.32971837413612,34.9091096967764,-197.2890476778809,26.69357982765653,-41.016
1533222972.492,21.624461563660777,33.5868715160513,-298.7226662854959,22.203725545592164,52.734
1533222972.496,14.229877812996154,35.89803690007762,-648.722686699011,14.234294961316344,118.164
1533222972.5,14.973417813461358,38.32815168488533,-706.6722153011898,15.12773797683196,20.02
1533222972.503,25.60303480543014,31.50543757367051,-421.4312442315424,17.648888066666274,-2.441
1533222972.507,27.859924500492703,31.9597953600183,-91.1253864524498,15.268996500584509,37.109
1533222972.511,21.22571888241056,33.56768222254037,-322.30903609207814,13.520112273979676,61.035
1533222972.515,21.384309542314508,33.64466465299255,-670.0715404416159,10.252280036323606,7.324
1533222972.519,20.19022033387809,30.98859649294868,-619.1969746300472,10.26017865137536,-17.09
1533222972.523,20.72724001053306,29.23428705934486,-442.157719346661,9.879298765641437,-3.906
1533222972.527,32.141295364063375,29.477721578766158,-170.567195058292,8.368950224456842,1.465
1533222972.531,36.55497709438294,31.668303309523075,-425.77920679065227,11.170063297080269,-15.137
1533222972.535,28.138164558575983,27.93805988283559,-678.715833743131,10.43686397957785,-2.441
1533222972.539,19.202246584075382,28.656476532236507,-539.2686123282214,7.159413654607889,63.477
1533222972.542,32.146766423215404,30.42254059095213,-494.41880557142144,7.99393484436496,27.832
1533222972.546,43.36759931449967,31.384041198777886,-243.6673986178815,9.317938888541114,-6.836
1533222972.55,42.92236425990422,34.44584147950873,-233.92810448653773,15.387068227711923,17.09
1533222972.554,31.21950551845964,37.01929324462367,-587.6348290873782,13.011096935800092,9.766
1533222972.558,31.42708319382464,41.12011164336137,-558.7079709793237,10.529874173888878,-1.953
1533222972.562,35.49750978864196,38.63924192922519,-320.6934657091253,12.119328041042872,-3.418
1533222972.566,44.76729471014173,38.80965184353164,-88.15596346361849,15.562627339626795,24.902
1533222972.57,48.46231610394092,40.68716862919825,-141.55711210045078,23.81524375624168,36.621
1533222972.574,31.87595744905896,33.76612955195422,-427.0088927756825,22.747961660621726,20.508
1533222972.578,26.997030214095908,35.580275443889825,-518.9213127443272,18.147337845781408,-4.883
1533222972.582,33.000258696751125,40.15677324681456,-384.4601591170182,19.051883190453943,-25.879
1533222972.585,43.49738130279097,37.72935862315683,-85.61165524066257,22.46849339795147,17.09
1533222972.589,46.39556691310636,38.89069465528293,-120.94950229724806,26.62999241199316,3.418
1533222972.593,34.950703052457015,36.13150550428798,-374.5889522906679,24.41849810479745,-12.695
1533222972.597,21.81564617452525,32.422906865287686,-390.4673830384155,19.242859903362667,21.973
1533222972.601,21.21480312883155,34.45319802961199,-221.73933048807547,13.95976863436531,62.012
1533222972.605,23.75310998231565,30.578784756261022,-19.37386167838413,12.561554978279368,-4.883
1533222972.609,13.573221345272414,23.69787243514993,26.76568736852285,10.633387922698155,-37.598
1533222972.613,4.556913197266685,24.26240065975478,-191.21979329840187,14.338428912232626,35.156
1533222972.617,-3.271411879372814,25.36806716245696,-376.4425050104993,12.6740478969979,18.066
1533222972.621,-0.9991599804136544,23.762148742763685,-270.181972906351,6.602013988627254,-14.16
1533222972.625,7.091837606308363,23.03366939846052,-8.38969743773669,9.18226621990167,-5.371
1533222972.628,9.66213792902832,22.40830344830284,99.87793533876412,15.33435499107657,-19.531
1533222972.632,5.39757561515656,27.20265640404197,-127.27135308426404,13.903244498322868,27.832
1533222972.636,1.3935180267810632,29.46854133653549,-420.1815089715489,12.993635311334186,29.297
